sample_name	PC1	PC2	module
MLL_11372	-3.1501614961901185	6.989406857169819	Mod0 (grey)
MLL_11373	6.57864808478633	10.49477892151015	Mod0 (grey)
MLL_11375	0.3921534030053307	-3.03853519009856	Mod0 (grey)
MLL_11377	-7.699180970429196	-2.022493553729214	Mod0 (grey)
MLL_11379	-1.2426678419995298	5.643547125814622	Mod0 (grey)
MLL_11380	-0.8253034129731319	3.337190105377899	Mod0 (grey)
MLL_11383	-10.424488412726506	0.18851777663416378	Mod0 (grey)
MLL_11384	2.115648427972212	8.108989022497582	Mod0 (grey)
MLL_11385	0.4823713391615825	1.5910568497307263	Mod0 (grey)
MLL_11389	1.934872046442242	2.35054654177385	Mod0 (grey)
MLL_11390	-0.9666408385881553	8.965497221090208	Mod0 (grey)
MLL_11392	-0.575966420758912	-4.498901163711805	Mod0 (grey)
MLL_11393	-4.277788802815384	0.7079176604853654	Mod0 (grey)
